school,region,method,old_lat,old_lon,new_lat,new_lon
ST. JOHN'S GRAMMAR SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,9.4226781,-0.8620235,5.56,-0.205
WEST AFRICA SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,9.3815355,-0.8511432,5.56,-0.205
AMASAMAN SENIOR HIGH/TECH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,7.142572,-1.6406402,5.75,-0.2667
ST. MARGARET MARY SENIOR HIGH/TECH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,10.0272463,-0.9731496,5.56,-0.205
KANESHIE SENIOR HIGH/TECH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,5.3379361,-1.9707293,5.5567,-0.2381
EBENEZER SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,5.9926294,0.8187733,5.56,-0.205
KINBU SENIOR HIGH/TECH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,6.6903393,-1.5480316,5.56,-0.205
O'REILLY SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,5.9668857,-0.9929572,5.56,-0.205
NUNGUA SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,10.6593164,-1.268658,5.6019,-0.0681
"FORCES SENIOR HIGH/TECH SCHOOL, BURMA CAMP",GREATER ACCRA,SCHOOL_OVERRIDE,6.6556435,-1.1071968,5.5896,-0.17
"PRESBY SENIOR HIGH SCHOOL, OSU",GREATER ACCRA,SCHOOL_OVERRIDE,6.3325025,-0.4784514,5.555,-0.182
ACCRA ACADEMY,GREATER ACCRA,SCHOOL_OVERRIDE,7.2973844,0.3287773,5.56,-0.205
ACCRA WESLEY GIRLS SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,6.319177,-2.250302,5.56,-0.205
ACCRA GIRLS SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,7.190168,0.337969,5.56,-0.205
ODORGONNO SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,5.9668857,-0.9929572,5.573,-0.2325
KWABENYA COMM. SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,7.4635891,-1.9709609,5.725,-0.2083
LA PRESBY SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,9.3953646,-0.8216087,5.5697,-0.1534
NYINAHIN CATH. SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,9.3815355,-0.8511432,6.9167,-2.3333
AGOGO STATE COLLEGE,ASHANTI,SCHOOL_OVERRIDE,5.1277948,-1.2548315,6.7833,-1.0833
"COLLINS SENIOR HIGH/COMMERCIAL SCHOOL, AGOGO",ASHANTI,SCHOOL_OVERRIDE,,,6.7833,-1.0833
JUASO SENIOR HIGH/TECH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.4234565,-0.9611574,6.5667,-1.05
OWERRIMAN SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,10.6593164,-1.268658,6.5167,-1.4
KUMASI TECH. INST.,ASHANTI,TOWN_LOOKUP:KUMASI,6.6931817,-1.6041611,6.6885,-1.6244
"ST. LOUIS SENIOR HIGH SCHOOL, KUMASI",ASHANTI,SCHOOL_OVERRIDE,5.6457771,-0.0078533,6.6885,-1.6244
"PENTECOST SENIOR HIGH SCHOOL, KUMASI",ASHANTI,SCHOOL_OVERRIDE,4.9046484,-1.7908342,6.6885,-1.6244
AKWESI AWOBAA SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,10.6593164,-1.268658,6.75,-1.7
EJURAMAN ANGLICAN SENIOR HIGH SCHOOL,ASHANTI,TOWN_LOOKUP:EJURA,7.3878262,-1.3492738,7.3833,-1.3667
OBUASI SENIOR HIGH/TECH SCHOOL,ASHANTI,TOWN_LOOKUP:OBUASI,6.6556435,-1.1071968,6.2,-1.6667
DWAMENA AKENTEN SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.0317548,-1.6628839,6.6,-1.9833
NAMONG SENIOR HIGH/TECH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,10.9324723,-0.9735882,7.1167,-1.7
YAA ASANTEWAA GIRLS SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,7.190168,0.337969,6.6885,-1.6244
MANKRANSO SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.5950893,-0.277005,6.7167,-2.0833
"ST. JEROME SENIOR HIGH SCHOOL, ABOFOUR",ASHANTI,SCHOOL_OVERRIDE,6.11494,-0.277781,6.6,-1.35
"AL-AZARIYA ISLAMIC SENIOR HIGH SCHOOL, KUMASI",ASHANTI,SCHOOL_OVERRIDE,9.3743188,-0.8407925,6.6885,-1.6244
"ADVENTIST SENIOR HIGH SCHOOL, KUMASI",ASHANTI,SCHOOL_OVERRIDE,5.9926294,0.8187733,6.6885,-1.6244
"UTHMANIYA SENIOR HIGH SCHOOL, TAFO",ASHANTI,SCHOOL_OVERRIDE,5.8771706,0.3662603,6.7333,-1.5833
"AGRIC NZEMA SENIOR HIGH SCHOOL, KUMASI",ASHANTI,SCHOOL_OVERRIDE,10.6593164,-1.268658,6.6885,-1.6244
"T. I. AHMADIYYA SENIOR HIGH SCHOOL, KUMASI",ASHANTI,SCHOOL_OVERRIDE,9.4064815,-0.8770518,6.6885,-1.6244
KUMASI ACADEMY,ASHANTI,SCHOOL_OVERRIDE,5.7753866,0.000236,6.6885,-1.6244
AMANIAMPONG SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.4234565,-0.9611574,6.4833,-1.1167
OSEI ADUTWUM SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,9.4273607,-0.8767444,6.6885,-1.6244
ST. GEORGE'S SENIOR HIGH TECH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,6.9331173,-0.2549323,6.6885,-1.6244
"ST. JOSEPH SENIOR HIGH/TECH SCHOOL, AHWIREN",ASHANTI,TOWN_LOOKUP:AHWIREN,9.389042,-0.8285041,7.05,-1.75
TEPA SENIOR HIGH SCHOOL,ASHANTI,TOWN_LOOKUP:TEPA,5.5950893,-0.277005,7.0,-2.5
MAABANG SENIOR HIGH/TECH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,10.9324723,-0.9735882,7.2,-1.9333
BANKA COMM. SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,7.993766,-0.326021,7.1833,-2.05
PARKOSO COMM. SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.5950893,-0.277005,6.65,-1.5667
"OSEI TUTU SENIOR HIGH SCHOOL, AKROPONG",ASHANTI,SCHOOL_OVERRIDE,6.11494,-0.277781,6.65,-1.5833
TWIFO HEMANG SENIOR HIGH/TECH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,10.0272463,-0.9731496,5.4333,-1.4
ACHINAKROM SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.5950893,-0.277005,6.5833,-1.5
AFUA KOBI AMPEM GIRLS' SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,7.190168,0.337969,6.6885,-1.6244
JUABEN SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.9926294,0.8187733,6.75,-1.3167
"ST. JOSEPH SEM/SENIOR HIGH SCHOOL, MAMPONG",ASHANTI,SCHOOL_OVERRIDE,9.389042,-0.8285041,7.0667,-1.4
SPIRITAN SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.5950893,-0.277005,6.7,-1.6333
CHURCH OF CHRIST SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.5380869,-0.6979096,6.7,-1.6
OPOKU AGYEMAN SENIOR HIGH/TECH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.5009936,-0.7618399,6.55,-1.7
"CHRIST THE KING CATH., OBUASI",ASHANTI,SCHOOL_OVERRIDE,,,6.2,-1.6667
"ST. MONICA'S SENIOR HIGH SCHOOL, MAMPONG",ASHANTI,TOWN_LOOKUP:MAMPONG,7.5614705,-1.7116618,7.0667,-1.4
EJISUMAN SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.4234565,-0.9611574,6.7333,-1.4667
EJISU SENIOR HIGH/TECH SCHOOL,ASHANTI,TOWN_LOOKUP:EJISU,6.6556435,-1.1071968,6.6667,-1.4667
SAKAFIA ISLAMIC SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,9.3743188,-0.8407925,6.7,-1.6167
ADOBEWORA COMM. SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.8771706,0.3662603,6.6833,-1.55
ASAWINSO SENIOR HIGH SCHOOL,WESTERN NORTH,SCHOOL_OVERRIDE,5.8771706,0.3662603,6.7833,-2.5833
SEFWI-WIAWSO SENIOR HIGH/TECH SCHOOL,WESTERN NORTH,SCHOOL_OVERRIDE,5.102919,-1.3921394,6.2,-2.5
NKAWIE SENIOR HIGH/TECH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.5950893,-0.277005,6.7667,-1.8833
"WESLEY SENIOR HIGH SCHOOL, KONONGO",ASHANTI,TOWN_LOOKUP:KONONGO,6.3325025,-0.4784514,6.6167,-1.2167
"ST. MARY'S GIRL'S SENIOR HIGH, KONONGO",ASHANTI,SCHOOL_OVERRIDE,,,6.6167,-1.2167
NINGO SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,10.6593164,-1.268658,5.9,0.3833
BENSO SENIOR HIGH/TECH SCHOOL,WESTERN,SCHOOL_OVERRIDE,6.6556435,-1.1071968,5.3167,-1.95
TARKWA SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,5.8771706,0.3662603,5.3,-2.0
FIASEMAN SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,7.142572,-1.6406402,5.35,-2.3
SOME SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,5.9668857,-0.9929572,6.65,0.55
THREE TOWN SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,7.2316721,-2.1751937,7.05,0.2333
"ST. STEPHEN'S PRESBY SENIOR HIGH/TECH SCHOOL, ASIAKWA",EASTERN,SCHOOL_OVERRIDE,,,6.3833,-0.4833
POTSIN T.I. AHM. SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,9.4273607,-0.8767444,5.3,-0.8167
ST. GREGORY CATHOLIC SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,6.399399,-0.138144,5.35,-0.85
FETTEHMAN SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,9.4226781,-0.8620235,5.2167,-0.7333
TAKORADI SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,5.9668857,-0.9929572,4.8972,-1.7606
KALPOHIN SENIOR HIGH SCHOOL,NORTHERN,SCHOOL_OVERRIDE,5.5950893,-0.277005,9.4007,-0.8393
"ISLAMIC SCIENCE SENIOR HIGH SCHOOL, TAMALE",NORTHERN,TOWN_LOOKUP:TAMALE,9.3815355,-0.8511432,9.4007,-0.8393
NORTHERN SCHOOL OF BUSINESS,NORTHERN,SCHOOL_OVERRIDE,5.1208275,-1.2948876,9.4007,-0.8393
SIMMS SENIOR HIGH/COM. SCHOOL,ASHANTI,SCHOOL_OVERRIDE,9.4273607,-0.8767444,6.6885,-1.6244
